	winner	outcome	loser	duration	matchtype	date	city	state
0	Big Boss Man	def. (pin)	Billy D.		&nbsp;	Feb 14th 2000	San Jose	California
1	Prince Albert	def. (pin)	Tim Patterson		&nbsp;	Feb 14th 2000	San Jose	California
2	Bradshaw	def.	Mosh		&nbsp;	Feb 14th 2000	San Jose	California
0	The Godfather	def. (pin)	Gangrel		&nbsp;	Feb 13th 2000	Bakersfield	California
1	Kurt Angle	def. (pin)	Tazz		&nbsp;	Feb 13th 2000	Bakersfield	California
2	D-Lo Brown	def. (pin)	Mideon		&nbsp;	Feb 13th 2000	Bakersfield	California
3	Edge	def. (pin)	Big Boss Man		&nbsp;	Feb 13th 2000	Bakersfield	California
4	Prince Albert	def. (pin)	Mark Henry		&nbsp;	Feb 13th 2000	Bakersfield	California
5	Christian	def. (pin)	Crash Holly		&nbsp;	Feb 13th 2000	Bakersfield	California
6	Cactus Jack	def. (DQ)	Billy Gunn		&nbsp;	Feb 13th 2000	Bakersfield	California
0	Kurt Angle	def. (pin)	Val Venis		&nbsp;	Feb 8th 2000	Austin	Texas
1	Perry Saturn	def. (sub)	Grandmaster Sexay		&nbsp;	Feb 8th 2000	Austin	Texas
2	Christian	def. (pin)	Bubba Ray Dudley		&nbsp;	Feb 8th 2000	Austin	Texas
3	Dean Malenko	def. (sub)	Scotty Too Hotty		&nbsp;	Feb 8th 2000	Austin	Texas
4	Cactus Jack	def.	Billy Gunn		&nbsp;	Feb 8th 2000	Austin	Texas
5	Gangrel	def. (pin)	Jacqueline		&nbsp;	Feb 8th 2000	Austin	Texas
6	Rikishi	def. (DQ)	Chris Benoit		&nbsp;	Feb 8th 2000	Austin	Texas
7	Al Snow	def.	Jeff Hardy		&nbsp;	Feb 8th 2000	Austin	Texas
8	Chris Jericho	def.	Crash Holly		no disqualification handicap tag	Feb 8th 2000	Austin	Texas
9	Kane	def. (DQ)	Triple H		handicap tag	Feb 8th 2000	Austin	Texas
0	D-Lo Brown	def. (pin)	Mosh	03:47	&nbsp;	Feb 8th 2000	Austin	Texas
1	Viscera	def. (pin)	Sho Funaki	02:18	&nbsp;	Feb 8th 2000	Austin	Texas
2	Big Boss Man	def. (pin)	Mark Henry	04:47	&nbsp;	Feb 8th 2000	Austin	Texas
3	Essa Rios	def. (pin)	Gillberg	00:46	&nbsp;	Feb 8th 2000	Austin	Texas
4	Tazz	def. (sub)	Joey Abs	03:06	&nbsp;	Feb 8th 2000	Austin	Texas
0	Billy Gunn	def. (pin)	Christian		&nbsp;	Feb 7th 2000	Dallas	Texas
1	Kurt Angle	def. (DQ)	Mark Henry		&nbsp;	Feb 7th 2000	Dallas	Texas
2	Crash Holly	def.	Bradshaw		hardcore (tag)	Feb 7th 2000	Dallas	Texas
3	Chris Jericho	def. (DQ)	Viscera		&nbsp;	Feb 7th 2000	Dallas	Texas
4	Jacqueline	def. (pin)	Luna		&nbsp;	Feb 7th 2000	Dallas	Texas
5	Bubba Ray Dudley	def. (pin)	D-Lo Brown		&nbsp;	Feb 7th 2000	Dallas	Texas
6	Chris Benoit	def. (pin)	Cactus Jack	10:10	10-person tag	Feb 7th 2000	Dallas	Texas
0	Mosh	def. (pin)	Prince Albert		&nbsp;	Feb 7th 2000	Dallas	Texas
1	Big Boss Man	def. (pin)	Gangrel		&nbsp;	Feb 7th 2000	Dallas	Texas
2	Val Venis	def. (pin)	Joey Abs		&nbsp;	Feb 7th 2000	Dallas	Texas
0	Chris Jericho	def.	Gangrel	02:51	&nbsp;	Feb 1st 2000	Detroit	Michigan
1	X-Pac	def. (pin)	Dean Malenko	04:08	&nbsp;	Feb 1st 2000	Detroit	Michigan
2	Jacqueline	def. (pin)	Harvina	00:18	&nbsp;	Feb 1st 2000	Detroit	Michigan
3	Kurt Angle	def. (pin)	Tazz	05:06	triple-threat	Feb 1st 2000	Detroit	Michigan
4	Billy Gunn	def. (pin)	Eddie Guerrero	04:29	&nbsp;	Feb 1st 2000	Detroit	Michigan
5	Al Snow	def. (pin)	Crash Holly	03:09	&nbsp;	Feb 1st 2000	Detroit	Michigan
6	Rikishi	def. (DQ)	The Big Show	01:57	&nbsp;	Feb 1st 2000	Detroit	Michigan
7	Triple H	def. (pin)	Chris Benoit	09:04	&nbsp;	Feb 1st 2000	Detroit	Michigan
0	Grandmaster Sexay	def. (pin)	Joey Abs	04:41	&nbsp;	Feb 1st 2000	Detroit	Michigan
1	Christian	def. (pin)	Sho Funaki	04:27	&nbsp;	Feb 1st 2000	Detroit	Michigan
2	Big Boss Man	def. (DQ)	Val Venis	02:01	&nbsp;	Feb 1st 2000	Detroit	Michigan
3	Jeff Hardy	def. (pin)	Mosh	06:03	&nbsp;	Feb 1st 2000	Detroit	Michigan
4	Prince Albert	def. (pin)	Viscera	02:56	&nbsp;	Feb 1st 2000	Detroit	Michigan
0	Billy Gunn	draw (NC)	Al Snow	05:00	&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
1	Christian	def. (pin)	D-Von Dudley	03:21	&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
2	The Big Show	def. (pin)	Grandmaster Sexay	02:15	handicap tag	Jan 31st 2000	Pittsburgh	Pennsylvania
3	The Rock	def. (pin)	Kurt Angle	05:32	&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
4	X-Pac	def. (pin)	Chris Jericho	05:34	&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
5	Harvina	def. (pin)	The Kat	01:14	&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
6	Crash Holly	def. (pin)	Viscera	04:51	handicap tag	Jan 31st 2000	Pittsburgh	Pennsylvania
7	Bubba Ray Dudley	def. (DQ)	Matt Hardy	02:57	&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
8	Triple H	def. (DQ)	Cactus Jack		&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
0	D-Lo Brown	def.	Mosh		&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
1	Big Boss Man	def. (pin)	Stevie Richards		&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
2	Prince Albert	def. (pin)	Gangrel		&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
3	Mideon	def. (pin)	Sho Funaki		&nbsp;	Jan 31st 2000	Pittsburgh	Pennsylvania
0	Al Snow	def. (DQ)	Billy Gunn		&nbsp;	Jan 25th 2000	Baltimore	Maryland
1	Christian	def. (pin)	Bubba Ray Dudley		&nbsp;	Jan 25th 2000	Baltimore	Maryland
2	Viscera	def. (pin)	Hardcore Holly		&nbsp;	Jan 25th 2000	Baltimore	Maryland
3	Kane	draw (NC)	The Big Show		&nbsp;	Jan 25th 2000	Baltimore	Maryland
4	Grandmaster Sexay	draw (NC)	D-Lo Brown		&nbsp;	Jan 25th 2000	Baltimore	Maryland
5	Test	def. (pin)	Gangrel		hardcore	Jan 25th 2000	Baltimore	Maryland
6	Tazz	def. (sub)	Pete Gas		handicap tag	Jan 25th 2000	Baltimore	Maryland
7	Chris Jericho	def. (sub)	Crash Holly		&nbsp;	Jan 25th 2000	Baltimore	Maryland
8	The Rock	draw (NC)	Rikishi		&nbsp;	Jan 25th 2000	Baltimore	Maryland
0	Big Boss Man	def. (DQ)	Prince Albert	04:35	&nbsp;	Jan 25th 2000	Baltimore	Maryland
1	Bradshaw	def. (pin)	Mosh	02:59	&nbsp;	Jan 25th 2000	Baltimore	Maryland
2	Kurt Angle	def. (pin)	Mideon	02:16	&nbsp;	Jan 25th 2000	Baltimore	Maryland
0	Prince Albert	def. (pin)	Gangrel		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
1	Bubba Ray Dudley	def.	Mosh		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
2	Sho Funaki	def. (pin)	Joey Abs		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
3	The British Bulldog	def. (pin)	Julio Fantastico		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
0	Christian	draw (NC)	Al Snow		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
1	Chris Jericho	def. (pin)	Hardcore Holly		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
2	Crash Holly	def. (pin)	Grandmaster Sexay		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
3	Kane	def. (DQ)	X-Pac		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
4	Jeff Hardy	def. (DQ)	Billy Gunn		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
5	Bradshaw	def. (pin)	D-Lo Brown		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
6	Big Boss Man	def. (DQ)	Test		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
7	Rikishi	def. (DQ)	The Big Show		&nbsp;	Jan 24th 2000	Philadelphia	Pennsylvania
0	Tazz	def. (sub)	Kurt Angle	03:16	&nbsp;	Jan 23rd 2000	New York	New York
1	Jeff Hardy	def.	Bubba Ray Dudley	10:38	tag team tables	Jan 23rd 2000	New York	New York
2	Mae Young	def.	Barbara Bush		"""swimsuit contest"" (7 participants)"	Jan 23rd 2000	New York	New York
3	Chris Jericho	def. (pin)	Chyna	07:30	triple-threat	Jan 23rd 2000	New York	New York
4	Mr. Ass	def. (pin)	Bradshaw	02:35	&nbsp;	Jan 23rd 2000	New York	New York
5	Triple H	def. (pin)	Cactus Jack	26:51	street fight	Jan 23rd 2000	New York	New York
6	The Rock	def.	Al Snow	51:49	30-man Royal Rumble	Jan 23rd 2000	New York	New York
0	Edge	def. (pin)	Al Snow		&nbsp;	Jan 18th 2000	Providence	Rhode Island
1	Big Boss Man	def.	D-Lo Brown		6-person tag	Jan 18th 2000	Providence	Rhode Island
2	Christian	def. (pin)	Steve Blackman		&nbsp;	Jan 18th 2000	Providence	Rhode Island
0	X-Pac	def. (pin)	Test		&nbsp;	Jan 18th 2000	Providence	Rhode Island
1	Al Snow	def. (pin)	Kurt Angle		&nbsp;	Jan 18th 2000	Providence	Rhode Island
2	Matt Hardy	def. (DQ)	D-Von Dudley		&nbsp;	Jan 18th 2000	Providence	Rhode Island
3	Big Boss Man	draw (NC)	Prince Albert		&nbsp;	Jan 18th 2000	Providence	Rhode Island
4	Grandmaster Sexay	def. (DQ)	Chris Jericho		6-person tag	Jan 18th 2000	Providence	Rhode Island
5	Viscera	def. (pin)	Crash Holly		&nbsp;	Jan 18th 2000	Providence	Rhode Island
6	Gangrel	def. (CO)	Edge		&nbsp;	Jan 18th 2000	Providence	Rhode Island
7	Kane	def.	The Big Show		"""Lumberjack Battle Royale"""	Jan 18th 2000	Providence	Rhode Island
0	Crash Holly	def.	Joey Abs		&nbsp;	Jan 17th 2000	New Haven	Connecticut
1	Grandmaster Sexay	def.	Sho Funaki		&nbsp;	Jan 17th 2000	New Haven	Connecticut
2	Viscera	draw (NC)	Gangrel		&nbsp;	Jan 17th 2000	New Haven	Connecticut
3	The British Bulldog	def. (pin)	Kevin Landry		&nbsp;	Jan 17th 2000	New Haven	Connecticut
0	Test	def. (pin)	Big Boss Man		hardcore	Jan 17th 2000	New Haven	Connecticut
1	Kurt Angle	def. (pin)	Steve Blackman		&nbsp;	Jan 17th 2000	New Haven	Connecticut
2	Bradshaw	def. (DQ)	Triple H		&nbsp;	Jan 17th 2000	New Haven	Connecticut
3	Jeff Hardy	def. (pin)	Bubba Ray Dudley		&nbsp;	Jan 17th 2000	New Haven	Connecticut
4	Rikishi	def. (DQ)	Chris Jericho		&nbsp;	Jan 17th 2000	New Haven	Connecticut
5	Kane	def. (pin)	Prince Albert		&nbsp;	Jan 17th 2000	New Haven	Connecticut
6	Billy Gunn	def. (pin)	The Big Show		&nbsp;	Jan 17th 2000	New Haven	Connecticut
0	Kurt Angle	def. (pin)	Christian		&nbsp;	Jan 11th 2000	Chicago	Illinois
1	Jeff Hardy	def. (pin)	Prince Albert		&nbsp;	Jan 11th 2000	Chicago	Illinois
2	D-Lo Brown	def. (pin)	Bubba Ray Dudley		&nbsp;	Jan 11th 2000	Chicago	Illinois
3	Grandmaster Sexay	def. (pin)	Joey Abs		6-person tag	Jan 11th 2000	Chicago	Illinois
0	Billy Gunn	def. (pin)	Bradshaw		no disqualification handicap tag	Jan 11th 2000	Chicago	Illinois
1	Grandmaster Sexay	def. (pin)	Al Snow		6-person tag	Jan 11th 2000	Chicago	Illinois
2	Test	def. (DQ)	Gangrel		&nbsp;	Jan 11th 2000	Chicago	Illinois
3	Jeff Hardy	def. (pin)	Big Boss Man		&nbsp;	Jan 11th 2000	Chicago	Illinois
4	Christian	def. (pin)	Kurt Angle		&nbsp;	Jan 11th 2000	Chicago	Illinois
5	Billy Gunn	def. (pin)	Faarooq		no disqualification handicap tag	Jan 11th 2000	Chicago	Illinois
6	D-Lo Brown	def.	Mosh		&nbsp;	Jan 11th 2000	Chicago	Illinois
7	Kane	def. (pin)	Chris Jericho		&nbsp;	Jan 11th 2000	Chicago	Illinois
8	Triple H	def. (pin)	The Big Show		&nbsp;	Jan 11th 2000	Chicago	Illinois
0	Christian	def.	Gangrel		&nbsp;	Jan 10th 2000	St. Louis	Missouri
1	Sho Funaki	def.	Danny Holiday		&nbsp;	Jan 10th 2000	St. Louis	Missouri
2	Jacqueline	def.	Ivory		&nbsp;	Jan 10th 2000	St. Louis	Missouri
3	B. J. Payne	def.	Joey Abs		6-person tag	Jan 10th 2000	St. Louis	Missouri
0	Road Dogg	def. (pin)	Billy Gunn	04:25	&nbsp;	Jan 10th 2000	St. Louis	Missouri
1	Jeff Hardy	def. (pin)	Kurt Angle	02:48	&nbsp;	Jan 10th 2000	St. Louis	Missouri
2	Val Venis	def. (pin)	Edge	03:34	&nbsp;	Jan 10th 2000	St. Louis	Missouri
3	Crash Holly	def. (pin)	Chris Jericho	02:47	&nbsp;	Jan 10th 2000	St. Louis	Missouri
4	Triple H	def. (pin)	X-Pac	03:11	&nbsp;	Jan 10th 2000	St. Louis	Missouri
5	Grandmaster Sexay	def. (pin)	Al Snow	02:28	6-person tag	Jan 10th 2000	St. Louis	Missouri
6	D-Lo Brown	def. (CO)	Bubba Ray Dudley	03:20	&nbsp;	Jan 10th 2000	St. Louis	Missouri
7	Test	def. (pin)	Big Boss Man	00:55	&nbsp;	Jan 10th 2000	St. Louis	Missouri
8	Billy Gunn	def. (pin)	Bradshaw		8-person tag	Jan 10th 2000	St. Louis	Missouri
0	Val Venis	def. (pin)	Prince Albert	03:13	&nbsp;	Jan 4th 2000	Orlando	Florida
1	Steve Blackman	def. (pin)	Buck Quartermaine	04:05	&nbsp;	Jan 4th 2000	Orlando	Florida
2	Grandmaster Sexay	def. (pin)	Mosh	05:32	&nbsp;	Jan 4th 2000	Orlando	Florida
3	The Godfather	def. (pin)	Gangrel	04:23	&nbsp;	Jan 4th 2000	Orlando	Florida
0	X-Pac	def. (DQ)	The Big Show		&nbsp;	Jan 4th 2000	Orlando	Florida
1	Crash Holly	def. (pin)	Chris Jericho		&nbsp;	Jan 4th 2000	Orlando	Florida
2	Bradshaw	def. (DQ)	Billy Gunn		handicap tag	Jan 4th 2000	Orlando	Florida
3	Kane	def. (pin)	Road Dogg		&nbsp;	Jan 4th 2000	Orlando	Florida
4	Kurt Angle	def. (DQ)	The Rock		&nbsp;	Jan 4th 2000	Orlando	Florida
5	Christian	def. (pin)	Al Snow		6-person tag	Jan 4th 2000	Orlando	Florida
6	Test	def. (pin)	Big Boss Man		&nbsp;	Jan 4th 2000	Orlando	Florida
7	Sho Funaki	def. (pin)	Joey Abs		handicap tag	Jan 4th 2000	Orlando	Florida
8	Rikishi	def. (DQ)	Triple H		&nbsp;	Jan 4th 2000	Orlando	Florida
0	Steve Blackman	def. (pin)	Cliff Sheets		&nbsp;	Jan 3rd 2000	Miami	Florida
1	Crash Holly	def. (pin)	TAKA Michinoku		&nbsp;	Jan 3rd 2000	Miami	Florida
2	Ivory	def. (pin)	Jacqueline		&nbsp;	Jan 3rd 2000	Miami	Florida
3	Gangrel	def.	Mosh		&nbsp;	Jan 3rd 2000	Miami	Florida
0	Bubba Ray Dudley	def. (DQ)	Grandmaster Sexay	03:16	&nbsp;	Jan 3rd 2000	Miami	Florida
1	Kurt Angle	def. (DQ)	Kane	03:27	&nbsp;	Jan 3rd 2000	Miami	Florida
2	Chyna	def. (pin)	Hardcore Holly	01:58	&nbsp;	Jan 3rd 2000	Miami	Florida
3	Triple H	def. (pin)	The Big Show	07:08	&nbsp;	Jan 3rd 2000	Miami	Florida
4	Big Boss Man	def. (pin)	Mae Young	01:41	handicap tag	Jan 3rd 2000	Miami	Florida
5	Bradshaw	def. (DQ)	Joey Abs	00:30	handicap tag	Jan 3rd 2000	Miami	Florida
6	Jeff Hardy	def.	Al Snow	06:45	steel cage	Jan 3rd 2000	Miami	Florida
7	The Rock	def. (pin)	Billy Gunn	09:17	no disqualification handicap tag	Jan 3rd 2000	Miami	Florida
0	Christian	draw (NC)	D-Lo Brown	05:01	&nbsp;	Dec 28th 1999	Richmond	Virginia
1	Mosh	def. (pin)	Grandmaster Sexay	04:25	&nbsp;	Dec 28th 1999	Richmond	Virginia
2	The Godfather	def. (pin)	Viscera	02:16	&nbsp;	Dec 28th 1999	Richmond	Virginia
3	Val Venis	def. (pin)	D-Lo Brown	07:15	&nbsp;	Dec 28th 1999	Richmond	Virginia
0	Big Boss Man	def. (pin)	Test		handicap tag	Dec 28th 1999	Richmond	Virginia
1	Kurt Angle	def. (pin)	Rikishi		&nbsp;	Dec 28th 1999	Richmond	Virginia
2	Jeff Hardy	def. (pin)	Al Snow		&nbsp;	Dec 28th 1999	Richmond	Virginia
3	Crash Holly	def. (pin)	Mae Young		&nbsp;	Dec 28th 1999	Richmond	Virginia
4	The Rock	def. (pin)	Kane	05:13	no holds barred	Dec 28th 1999	Richmond	Virginia
5	Chyna	draw (NC)	Chris Jericho		&nbsp;	Dec 28th 1999	Richmond	Virginia
6	Faarooq	def. (DQ)	Bubba Ray Dudley		&nbsp;	Dec 28th 1999	Richmond	Virginia
7	Jacqueline	def. (pin)	Gangrel		&nbsp;	Dec 28th 1999	Richmond	Virginia
8	Billy Gunn	def. (pin)	The Big Show		handicap tag	Dec 28th 1999	Richmond	Virginia
0	Chyna	def. (pin)	Crash Holly	01:11	&nbsp;	Dec 27th 1999	Greensboro	North Carolina
1	Bubba Ray Dudley	def. (pin)	Bradshaw	02:40	fatal 4-way tag	Dec 27th 1999	Greensboro	North Carolina
2	Kurt Angle	def. (pin)	Mosh	00:50	handicap tag	Dec 27th 1999	Greensboro	North Carolina
3	Al Snow	def. (DQ)	Chris Jericho	01:30	&nbsp;	Dec 27th 1999	Greensboro	North Carolina
4	The Rock	def. (pin)	Mankind	09:30	"""Pink Slip on a Pole"""	Dec 27th 1999	Greensboro	North Carolina
5	Ivory	def. (pin)	The Kat	02:17	four-way tag	Dec 27th 1999	Greensboro	North Carolina
6	X-Pac	def. (pin)	Jeff Hardy	04:08	&nbsp;	Dec 27th 1999	Greensboro	North Carolina
7	Test	def. (DQ)	Kane	02:57	&nbsp;	Dec 27th 1999	Greensboro	North Carolina
8	Billy Gunn	def. (pin)	Grandmaster Sexay	02:22	&nbsp;	Dec 27th 1999	Greensboro	North Carolina
9	The Big Show	def. (pin)	Triple H	05:58	no disqualification	Dec 27th 1999	Greensboro	North Carolina
0	D-Lo Brown	draw (DDQ)	Prince Albert		&nbsp;	Dec 21st 1999	Dallas	Texas
1	Grandmaster Sexay	def.	Mosh		&nbsp;	Dec 21st 1999	Dallas	Texas
2	Gangrel	def. (pin)	The Godfather		&nbsp;	Dec 21st 1999	Dallas	Texas
0	Chris Jericho	def. (DQ)	Hardcore Holly		&nbsp;	Dec 21st 1999	Dallas	Texas
1	Rikishi	def. (pin)	Viscera		&nbsp;	Dec 21st 1999	Dallas	Texas
2	Test	def. (pin)	Road Dogg		&nbsp;	Dec 21st 1999	Dallas	Texas
3	Kurt Angle	def. (pin)	Edge		&nbsp;	Dec 21st 1999	Dallas	Texas
4	The Rock	def. (pin)	Al Snow		steel cage	Dec 21st 1999	Dallas	Texas
5	The Kat	def. (pin)	Ivory		no disqualification	Dec 21st 1999	Dallas	Texas
6	Christian	def. (pin)	Sho Funaki		&nbsp;	Dec 21st 1999	Dallas	Texas
7	Kane	def. (pin)	Billy Gunn		&nbsp;	Dec 21st 1999	Dallas	Texas
8	Mark Henry	def. (pin)	Bubba Ray Dudley		&nbsp;	Dec 21st 1999	Dallas	Texas
9	Mankind	draw (NC)	The Big Show		&nbsp;	Dec 21st 1999	Dallas	Texas
0	Gangrel	def. (pin)	Mideon		&nbsp;	Dec 20th 1999	Houston	Texas
1	Prince Albert	def. (DQ)	D-Lo Brown		&nbsp;	Dec 20th 1999	Houston	Texas
2	Mosh	def. (pin)	Sho Funaki		&nbsp;	Dec 20th 1999	Houston	Texas
0	Christian	def. (pin)	Edge		&nbsp;	Dec 20th 1999	Houston	Texas
1	Kurt Angle	def. (pin)	Viscera		&nbsp;	Dec 20th 1999	Houston	Texas
2	Bubba Ray Dudley	draw (NC)	Bradshaw		three-way tag	Dec 20th 1999	Houston	Texas
3	Mankind	draw (NC)	Joey Abs		"handicap ""Boiler Room Brawl"""	Dec 20th 1999	Houston	Texas
4	Chris Jericho	def. (pin)	The Godfather		&nbsp;	Dec 20th 1999	Houston	Texas
5	Hardcore Holly	def. (pin)	Val Venis		&nbsp;	Dec 20th 1999	Houston	Texas
6	Al Snow	def.	The Rock		"""Brahma Bull"" strap"	Dec 20th 1999	Houston	Texas
7	Grandmaster Sexay	def. (pin)	Joey Abs		6-person tag	Dec 20th 1999	Houston	Texas
8	The Big Show	draw (NC)	Kane		no disqualification falls count anywhere	Dec 20th 1999	Houston	Texas
0	Val Venis	def. (pin)	Steve Blackman		&nbsp;	Dec 14th 1999	Tallahassee	Florida
1	Mosh	def. (pin)	Gangrel		&nbsp;	Dec 14th 1999	Tallahassee	Florida
2	D-Lo Brown	def. (pin)	TAKA Michinoku		&nbsp;	Dec 14th 1999	Tallahassee	Florida
3	Bubba Ray Dudley	def. (DQ)	Mark Henry		&nbsp;	Dec 14th 1999	Tallahassee	Florida
0	Chris Jericho	def. (pin)	Prince Albert		&nbsp;	Dec 14th 1999	Tallahassee	Florida
1	Kurt Angle	def. (DQ)	Test		&nbsp;	Dec 14th 1999	Tallahassee	Florida
2	Matt Hardy	def. (pin)	Jeff Hardy		&nbsp;	Dec 14th 1999	Tallahassee	Florida
3	X-Pac	def. (pin)	Tori		&nbsp;	Dec 14th 1999	Tallahassee	Florida
4	Mankind	def. (pin)	Al Snow		falls count anywhere	Dec 14th 1999	Tallahassee	Florida
5	Edge	def. (pin)	Christian		&nbsp;	Dec 14th 1999	Tallahassee	Florida
6	Bradshaw	def. (pin)	Joey Abs		handicap tag	Dec 14th 1999	Tallahassee	Florida
7	Grandmaster Sexay	def. (pin)	Crash Holly		6-person tag	Dec 14th 1999	Tallahassee	Florida
8	Billy Gunn	def. (pin)	Gerald Brisco		&nbsp;	Dec 14th 1999	Tallahassee	Florida
9	The Rock	draw (NC)	The Big Show		lumberjack	Dec 14th 1999	Tallahassee	Florida
0	Val Venis	def. (DQ)	Gangrel	03:48	&nbsp;	Dec 13th 1999	Tampa	Florida
1	Kurt Angle	def. (pin)	Mideon	02:07	&nbsp;	Dec 13th 1999	Tampa	Florida
2	Rikishi	def. (DQ)	The British Bulldog	02:31	&nbsp;	Dec 13th 1999	Tampa	Florida
3	D-Lo Brown	def. (pin)	Steve Blackman	02:39	&nbsp;	Dec 13th 1999	Tampa	Florida
4	Crash Holly	def. (pin)	Mosh		&nbsp;	Dec 13th 1999	Tampa	Florida
0	Chris Jericho	def. (pin)	X-Pac		&nbsp;	Dec 13th 1999	Tampa	Florida
1	Mark Henry	def. (pin)	The Godfather		&nbsp;	Dec 13th 1999	Tampa	Florida
2	Mankind	def. (pin)	Bubba Ray Dudley		no disqualification tag	Dec 13th 1999	Tampa	Florida
3	The Kat	def. (pin)	Tori		"""chocolate pudding"""	Dec 13th 1999	Tampa	Florida
4	Bradshaw	draw (NC)	Joey Abs		handicap tag	Dec 13th 1999	Tampa	Florida
5	Christian	def.	Jeff Hardy		steel cage (2 on 2)	Dec 13th 1999	Tampa	Florida
6	Billy Gunn	def. (pin)	Kane		handicap tag	Dec 13th 1999	Tampa	Florida
7	The Big Show	def. (pin)	Big Boss Man		handicap tag	Dec 13th 1999	Tampa	Florida
8	Billy Gunn	draw (NC)	Test		&nbsp;	Dec 13th 1999	Tampa	Florida
0	Al Snow	def. (pin)	Test		&nbsp;	Dec 12th 1999	Sunrise	Florida
0	Bradshaw	def. (pin)	Mark Henry	10:54	tag team battle royale	Dec 12th 1999	Sunrise	Florida
1	Kurt Angle	def. (pin)	Steve Blackman	06:56	&nbsp;	Dec 12th 1999	Sunrise	Florida
2	Miss Kitty	def.	B.B.	02:45	four corners evening gown pool	Dec 12th 1999	Sunrise	Florida
3	Crash Holly	def. (pin)	Rikishi	04:23	&nbsp;	Dec 12th 1999	Sunrise	Florida
4	Val Venis	def. (pin)	D-Lo Brown	08:20	triple-threat	Dec 12th 1999	Sunrise	Florida
5	Kane	def. (pin)	X-Pac	08:12	steel cage	Dec 12th 1999	Sunrise	Florida
6	Chris Jericho	def. (sub)	Chyna	10:17	&nbsp;	Dec 12th 1999	Sunrise	Florida
7	Mankind	def. (DQ)	Mr. Ass	16:28	&nbsp;	Dec 12th 1999	Sunrise	Florida
8	The Big Show	def. (pin)	Big Boss Man	03:11	&nbsp;	Dec 12th 1999	Sunrise	Florida
9	Triple H	def. (pin)	Mr. McMahon	29:45	no holds barred	Dec 12th 1999	Sunrise	Florida
0	Road Dogg	def. (pin)	Chris Jericho		&nbsp;	Dec 7th 1999	Boston	Massachusetts
1	Bubba Ray Dudley	def. (pin)	Kurt Angle		&nbsp;	Dec 7th 1999	Boston	Massachusetts
2	Christian	def. (DQ)	The British Bulldog		&nbsp;	Dec 7th 1999	Boston	Massachusetts
3	Big Boss Man	def. (DQ)	Jeff Hardy		&nbsp;	Dec 7th 1999	Boston	Massachusetts
4	Mankind	def. (DQ)	Al Snow		&nbsp;	Dec 7th 1999	Boston	Massachusetts
5	X-Pac	def. (pin)	Test		&nbsp;	Dec 7th 1999	Boston	Massachusetts
6	The Rock	def. (pin)	Billy Gunn		&nbsp;	Dec 7th 1999	Boston	Massachusetts
7	Kane	draw (NC)	Triple H		&nbsp;	Dec 7th 1999	Boston	Massachusetts
0	The British Bulldog	def. (pin)	Gangrel	03:13	&nbsp;	Dec 6th 1999	Worcester	Massachusetts
1	Christian	def. (pin)	D-Von Dudley	03:42	&nbsp;	Dec 6th 1999	Worcester	Massachusetts
2	Sho Funaki	def. (pin)	Mark Henry	01:14	handicap tag	Dec 6th 1999	Worcester	Massachusetts
3	Mosh	def. (pin)	Dukes Dalton	03:55	&nbsp;	Dec 6th 1999	Worcester	Massachusetts
0	Grandmaster Sexay	def. (DQ)	Billy Gunn		&nbsp;	Dec 6th 1999	Worcester	Massachusetts
1	Kurt Angle	def. (pin)	Jeff Hardy		&nbsp;	Dec 6th 1999	Worcester	Massachusetts
2	Val Venis	draw (NC)	D-Lo Brown		&nbsp;	Dec 6th 1999	Worcester	Massachusetts
3	The Godfather	def. (pin)	Prince Albert		&nbsp;	Dec 6th 1999	Worcester	Massachusetts
4	Rikishi	def. (pin)	Hardcore Holly		&nbsp;	Dec 6th 1999	Worcester	Massachusetts
5	Triple H	def. (pin)	Kane		&nbsp;	Dec 6th 1999	Worcester	Massachusetts
6	The Big Show	def. (pin)	Viscera		&nbsp;	Dec 6th 1999	Worcester	Massachusetts
7	Mankind	def. (DQ)	Al Snow		&nbsp;	Dec 6th 1999	Worcester	Massachusetts
